sentence,aspect,sentiment
Dung lượng lưu trữ: 8+128 phải nói đây là lần đầu tiên mình mua điện thoại online -cửa hàng này tư vấn rất nhiệt tình trả lời tin nhắn rất ư là nhanh nói chuyện thân thiện tư vấn nhiệt tình -độ uy tín là khỏi phải bàn mình đã mua và hết sức bất ngờ và hài lòng -nếu các bạn mua cửa hàng này bạn sẽ thay đổi suy nghĩ về mua hàng online luôn đấy cam kết uy tín ạ! mình rất vuitốt chốp 😊😚,Shop_Service,positive
Dung lượng lưu trữ: Bản 32gb vỏ cũ may tốt,General,positive
"Giao hàng tương đối nhanh, cửa hàng bọc cẩn thận, đóng gói kĩ, chống sốc tốt. Máy mới nguyên seal đầy đủ phụ kiện, sẽ trải nghiệm 1 thời gian nữa, có vấn đề gì sẽ mang qua cửa hàng xử lý",Packaging,positive
"Máy ngon. Nhanh mượt. Ảnh và video quay chụp từ máy, cam chụp đẹp",Camera,positive
Giao hàng trễ máy sử dụng tốt trong tầm giá này thì vậy ổn rồi mọi người nên mua trải nghiệm,Price,positive
"Máy xịn nguyên seal, xài mượt mà giá rẻ hơn nhiều so với ở cửa hàng. Nhà mình gần ttbh Xiaomi nên không sợ vụ bảo hành",Price,positive
Hàng đẹp giá cả tốt mua về cho con xem youtube quá hợp lý giao hàng nhanh hàng đẹp long lanh nha bà con có điều kiện sẽ ủng hộ cửa hàng thêm,Shipping,positive
Điện thoại thì bị hỏng loa con vỡ màn hinh,Display,negative
Sản phẩm đẹp pin sử dụng thoải mái trong ngày,Design,positive
"Điện thoại màu xinh xỉu, mình đặt giúp nhỏ bạn, nó rất ưng",Design,positive
"Điện thoại gì mà dùng chã được gì hết, lỗi tùm lum hết",General,negative
"Mau hỏng sai kích thước nóng máy. Sử dụng chơi game 5 phút là nóng ran, pin tụt nhanh như uống nước, tốn tiền vô ích.,",Battery,negative
Sản phẩm đúng như mô tả hàng chính hãng mọi người nên mua nha,General,positive
"Mua 2 cái tại cửa hàng một cái bên trái bị lỗi ố vàng gần viền màn thấy rất rõ, bảo lỗi đổi 1-1 30n mà lên nhân viên bảo hành keu để điện thoại lại kiểm tra không hài lòng cách xử lý khi lỗi rõ như vậy các bạn nào có ý định mua thì căng nhắc vấn đề bảo hành mất thời gian",Shop_Service,negative
A mua cái này là cái thứ 2. Sử dụng tốt. Cửa hàng kích hoạt bảo hành máy cho anh nhé!,General,positive
"Sau gần 1 tuần sử dụng thì tôi thấy sản phẩm ổn, pin trâu. Hệ điều hành magic os phải nói là tối ưu rất tốt, các thao tác chạm chuyển đổi giữa các app mượt hơn hầu hết các máy khác cùng tầm giá rẻ. Đáng để trải nghiệm",Battery,positive
Chăm sóc khách hàng im lặng hiệu năng yếu với video đóng hàng túi giấy mỏng,Packaging,negative
"Chất lượng sản phẩm: Hiệu năng giật lag sau 1 tuần. 
Đúng với mô tả: Chip không đúng như công bố. 
Tính năng nổi bật: Cam đêm nhiễu nặng. Chụp tối noise nhiều, pin yếu, hộp móp, giao muộn 3 ngày, chăm sóc khách hàng im lặng",Shop_Service,negative
"Chất lượng sản phẩm: Hàng cũ 
Đúng với mô tả: Không 
Tính năng nổi bật: Loa rè loa nghe nhạc bị rè, hộp đựng bị móp, cửa hàng không phản hồi khiếu nại",Shop_Service,negative
"Đóng gói chắc chắn, giao hàng nhanh, sẽ sử dụng thử cảm nhận",Packaging,positive
Đã nhận hàng rồi tốt cửa hàng nhé lần sau ủng hộ tiếp tục cảm ơn cửa hàng nhiều lắm ạ,General,positive
"Camera macro chụp không lấy nét được, vô dụng. Chăm sóc khách hàng chỉ biết xin lỗi, không có hành động cụ thể. Ship hàng sai địa chỉ.",Shipping,negative
Pin không sạc qua đêm tụt hết. Camera chụp đêm tối thui thiếu sáng. Đóng gói giấy báo cũ bẩn thỉu.,Battery,negative
Pin tụt nhanh khi để không. Pin chờ tệ. Hao pin ẩn. Để qua đêm không sử dụng pin vẫn mất 20%. Chăm sóc khách hàng không giải quyết. Đóng gói sơ sài,Packaging,negative
Máy được trang bị hiệu năng vi xử lý theo đúng thông tin nhà sản xuất cung cấp.,Performance,neutral
"Quạt chạy rất êm, sạc nhanh và không bị nóng. Giao hàng nhanh. Đáng mua",Shipping,positive
Chất lượng camera trước ở mức chấp nhận được. Thân máy cho cảm giác cầm nắm vừa tay.,Design,neutral
Máy dựng. Gửi máy bị lỗi sim vitell.,General,negative
"Máy màu đẹp, đóng gói kĩ👍",Packaging,positive
"Hiện tại thì dùng ổn chưa thấy trục trặc gì, giao hàng hơi lâu, mua trên đây rẻ hơn hẳn mua ngoài",Price,positive
"Máy không chê, cửa hàng mới chê",Shop_Service,negative
"Màu sắc: Hồng đỏ: 
Dung lượng lưu trữ: 128gb máy đúng mô tả. Mỗi cái hay tự khởi động lại chất lượng camera tệ. Giao hàng thân thiện.",Shipping,positive
"Nể với cửa hàng mua 2 điện thoại gửi 1, trong khi mình đã trả tiền 2 điện thoại rồi, nó mua chuộc nhân viên shoppe không giải quyết cho mình, nghĩ sao nó đóng vào cái hộp bé tý, mà đòi bỏ 2 cái điện thoại. Triệu bạc với tôi không là gì. Tôi nói cho mọi người né cửa hàng này ra. Làm ăn thất đức quả báo đến sớm thôi.",Packaging,negative
"Chất lượng sản phẩm: Hàng lỗi 
Đúng với mô tả: Không 
Tính năng nổi bật: Pin yếu máy mua về sử dụng được 3 ngày thì hỏng, pin tụt nhanh, cửa hàng bảo hành 20 ngày không trả lại",Shop_Service,negative
Sản phẩm qua OK. Moi người yên tâm mua ở cửa hàng. Uy tín chất luong.,General,positive
"Samsung s25 ultra thiết kế đẹp, camera xuất sắc, màn hình đẹp, giao diện mượt mà",Display,positive
Nhóm màu: Blue ngay cách nhà chục Kilômét mà giao mất 3 ngày,Shipping,negative
"Màn hình lỗi, phím bên trái liệt, chân sạc khó cắm. Nhắn tin, gọi điện cho cửa hàng không trả lời",Display,negative
"Bị trầy, giống hàng display 'mới 100%' sai cam có điểm đen, đổi trả khó,",Camera,negative
Hư cam nhắn thì cửa hàng không trả lời,Camera,negative
"Thấy mượt oke, nhờ cửa hàng chọ màu cho con gái nhận được đúng màu luôn, giá cả hợp lý giao hàng nhanh",Price,positive
"Sản phẩm tốt chính hãng Việt Nam kích hoạt bảo hành khi mới mua máy imei khớp vs máy màu chuẩn, đóng gói tốt chống sốc cẩn thận giao khá nhanh, tiếc cái là cửa hàng không tặng kèm củ sạc. Mình dùng samsung quen rồi nên h lên đời s25. Điểm trừ mỗi cái cửa hàng lười giao tiếp quá.",Packaging,positive
"Chất lượng sản phẩm: Tạm ổn 
Đúng với mô tả: Sản phẩm đúng với mô tả 
Tính năng nổi bật: Gaming máy sử dụng nhanh nóng, thỉnh thoảng bị đơ màn hình, pin 6000 mà cũng như 5000",Performance,negative
"Chất lượng sản phẩm: Ổn 
Đúng với mô tả: Đúng",General,positive
Giao hàng nhanh Đóng gói kĩ cửa hàng tư vấn nhiệt tình Sẽ mua ủng hộ tiếp Lúc đầu mình mua dán màn hình viền đen nên che cảm biến kế camera mad tưởng bị lỗi. Cửa hàng nhiệt tình hỗ trợ. Hên không có lỗi gì xài êm,Packaging,positive
"Sản phẩm săn sale giá ổn, đã sử dụng gần 2 tuần không có vấn đề gì cả, giao hàng tầm 1 tuần mong cửa hàng nhanh gửi cho mình hoá đơn điện tử",Price,positive
Chất lượng sản phẩm tuyệt vời quá lần sau sẽ ủng hộ tiếp ạ cửa hàng nhiệt tình giao hàng nhanh,Design,positive
Máy bị rè loa ngoài chán thật. Tiền nào của nấy thôi ! thà ghi rõ máy rè loa hư báo người ta,Price,negative
Cảm nhận của mình thì thấy không có đẹp ở cái phần mặt lưng cho lắm Đơn hàng giao nhanh miễn là không phải đặt vào ngày cuối tuần Tổng quan thì cũng được nhưng mà thấy cũng hạn chế ở mặt camera Với lại giao chuyện không có album và mục theme,Design,negative
"Cửa hàng giao hàng nhanh, đóng gói cẩn thận. Giao diện đẹp, cấu hình mượt, mà hình cong tràn viền, giá tốt! hơn 3tr cho 1 chiếc máy xịn xò.",Packaging,positive
"Lần đầu mình dám đặt đồ điện tử trên sốp pi... Và rất ưng ý luôn, máy màn hình to chà bá, take note đã cái nư luôn. Mình chỉ sử dụng máy để take note là chính nên cũng không thấy máy nóng hay lag lắm cửa hàng đóng hàng cẩn thận, nguyên hộp mê đồ nhà sam lắm 🥰🥰🥰",Packaging,positive
"Máy khoẻ, tạo hình đẹp, rất mượt mà, pin khá trâu, sạc cực nhanh, dùng ổn, khá hài lòng",Design,positive
"Nhóm màu: Màu đen sim sóng khá ổn, nhưng mà pin hơi yếu, để chế độ chờ lâu lâu nhận 1-5 tin nhắn không sử dụng gì hết thì khoản 25&lt; tiếng là hết pin, với lại không thấy chổ mở đèn led",Battery,negative
"Màu sắc: Màu đen 
Phiên bản: Likenew 99% fulbox giao hàng nhanh và rất tốt.... Gói hàng rất cẩn thận... Mọi người nên ủng hộ cửa hàng nhé... Sản phẩm thì chờ thời gian nữa đã",Shipping,positive
"Cửa hàng chuan bi hang nhanh, dong goi ky, sản phẩm chất lượng cao. Cảm ơn cửa hàng!",Packaging,positive
"Đúng với mô tả: Không tặng quà giống như quảng cáo 
Đúng với mô tả: Không tặng quà giống như quảng cáo",General,negative
"Variation3: Mỹ 2 sim 99% 128gb máy 99% đẹp, độ bền đánh giá sau",Design,positive
"Tính năng nổi bật: Tốt 
Đúng với mô tả: Tốt
Máy khá đẹp, chọn loại ám màn, lưu ảnh nhưng thực tế cũng khá nhẹ thôi, hình thức bên ngoài còn đẹp, với giá rẻ như này thì ai đam mê sony mua trải nghiệm khá ổn. Giao nhanh.",Price,positive
Sản phẩm quá tuyệt vời 10₫ chính hãng khỏi bàn,General,positive
"Màu sắc: Bạc 
Phân loại: Nguyên seal mới nhận thấy khá tốt. Nói chung giá rẻ điện thoại đẹp.",Price,positive
"Pin tụt như ỉa chảy, máy thi thoảng lag. Nhưng trong tầm giá thì tốt rồi. Ngoại hình đẹp. Nói chung đáng mua. Trừ 1 sao vì 2 lỗi trên bổ sung sau 2 tuần sử dụng: Máy bắt đầu hơi loạn cảm ứng. Có lúc thì bấm mãi không cảm ứng được, có lúc không động vào máy vẫn tự bấm linh tinh, giản từ 4* xuống 3 sao",Battery,negative
"Số mình đúng đen, mua máy về sài được tuần thì lổi camera sau, đem ra TTBH thì lại không có máy đổi nên trung tâm hoàn tiền lại luôn. Cửa hàng hổ trợ nhanh (chỉ giờ hành chánh)",Shop_Service,neutral
Dùng cho phụ huynh thích lắm. Gói kĩ giao đầy đủ. E tưởng có cái kính cường lực nữa,Shipping,positive
"Máy có lúc bị lag mà trả không được. Nhưng cửa hàng phản hồi nhanh, có cái không bảo hành được thôi. Phải đem tận ra hãng. Hơi buồn.",Performance,negative
"Nhận hàng đúng hình ảnh giới thiệu sản phẩm, giao hàng nhanh, chất lượng sản phẩm chưa sử dụng chưa biết, sau này sử dụng sẽ bổ sung nhận xét sau, tặng cửa hàng 5 sao.",Shipping,positive
"Máy nhận về bóc ra xước, để nửa hàng không giải quyết cho khách, đến hôm nay nhận được shoppe gọi về không cho hoàn tiền, trả lại cho người mua, chính xách đổi trả trong vòng 60 ngày ở đâu, đấy là máy nhận về chưa đầy 1 tiếng đã phủi trách nhiệm, còn cái bảo hành 1 năm thì cứ xác định là không tìm hãng bảo hành đến mùa quýt sang năm nhé, vào xem mấy cái đánh giá 1 sao mới biết không phải 1 mình, mình bị gặp trường hợp này mà rất nhiều khách hàng mua bên hãng đã có trải nhiệm rất tệ",Shipping,negative
"Tính năng nổi bật: Thiết kế rất đẹp trong tầm giá 
Đúng với mô tả: Không sai 1 li so với mô tả 
Chất lượng sản phẩm: Nhận hàng còn nguyên seal đóng gói tốt. Dịch vụ tốt. Ship nhanh 10đ",Shipping,positive
"Bị bụi trong màn hình thông số kỹ thuật sai camera bị đốm đen,",Camera,negative
"Nhóm màu: Màu ngẫu nhiên sản phẩm: Chất lượng sản phẩm tuyệt cửa hàng vui vẻ nhiệt tình, tư vấn nhanh chóng shipper giao hàng thân thiện mình hài lòng nhận được gói hàng mà ưng lắm 10 điểm cho cửa hàng luôn, cảm ơn cửa hàng nhiều",Shipping,positive
"Pin xài lâu hết, nhưng mà xài trình duyệt Google là chính á, không có bộ sưu tập riêng mà dùng ảnh của Google hơi bất tiện, cam thì không nét lắm, nhưng mà trong tầm giá thì cũng quá ổn, chủ yếu cho phụ huynh sử dụng",Camera,negative
Cửa hàng giao hàng nhanh. Máy dùng như mới không một vết xước,Design,positive
Máy ảnh rất mờ không chụp hình được điện thoại hay bị treo máy không đáng với số tiền bỏ ra để mua,Price,negative
"Phân loại sản phẩm: Vỏ cũ đẹp 🔋 
Thời lượng pin: Đúng đắn như quang cáo tốt 📸 
Chất lượng camera: Tạm ổn ⚡ 
Hiệu suất: Hiệu năng hệ điều hành android, tiện lợi với 2 khe sim,",Battery,positive
Biết cửa hàng từ lâu rồi và cũng đã mua lần hai. Sản phẩm rất tốt cho công việc,General,positive
4 ngày 3cu475 mua cho bố luôn có một số người lớn tuổi hơn năm rồi nhưng vẫn giữ nguyên được công nhận bằng tốt nghiệp thế giới bé lắm nhưng được không,Others,neutral
Phiên bản: Mỹ 2 sim 99% 128gb máy tốt sài tốt,General,positive
Hàng đẹp. Chuẩn. Nguyên hộp. Săn sale được giá 8tr.,Price,positive
Ship hàng nhanh,Shipping,positive
Tệ khác xa kém chăm sóc kh trả lời lơ mơ. Camera focus ì ạch.,Camera,negative
"Máy đẹp, mới tinh luôn. Chất lượng quá tốt. Với cấu hình và giá thị trường thì cửa hàng bán giá quá hợp lý. Hàng chuẩn nguyên zin, chụp hình đẹp, chơi game hơi bị ngon, máy y như hình mình chụp. Đây là sản phẩm mình ưng ý nhất từ trước đến giờ khi mua online. Sẽ ủng hộ cửa hàng đơn hàng tiếp theo",Price,positive
